id,path,meta
wtq_train_00025,train_tables/wtq_train_00025.csv,"{'question': 'which transmitters do not have an a.g. value containing the letter k?', 'answers': ['Haltwhistle', 'Ireshopeburn', 'Staithes', 'Sunderland', 'Wall']}"
wtq_train_00026,train_tables/wtq_train_00026.csv,"{'question': 'the only player to set a record while playing for the chicago bulls', 'answers': ['Charles Oakley']}"
wtq_train_00027,train_tables/wtq_train_00027.csv,"{'question': 'what country came in first place?', 'answers': ['Brazil']}"
wtq_train_00028,train_tables/wtq_train_00028.csv,"{'question': 'how many different teams did the broncos play against?', 'answers': ['9 teams']}"
wtq_train_00029,train_tables/wtq_train_00029.csv,"{'question': 'what is the length of each species listed?', 'answers': ['1572 aa', '1602 aa', '1591 aa', '1593 aa', '1570 aa', '1522 aa', '1592 aa', '1592 aa', '1572 aa', '1574 aa', '1590 aa', '1577 aa', '1608 aa', '1471 aa', '1538 aa', '1640 aa', '1359 aa', '1867 aa', '1584 aa', '1591 aa']}"
wtq_train_00030,train_tables/wtq_train_00030.csv,"{'question': 'name of the last placed nation?', 'answers': ['Hungary']}"
wtq_train_00031,train_tables/wtq_train_00031.csv,"{'question': 'which year was he nominated for ""cheers: the motion picture.""', 'answers': ['1987']}"
wtq_train_00032,train_tables/wtq_train_00032.csv,"{'question': 'what is the name of the bell with the most diameter?', 'answers': ['Maria']}"
wtq_train_00033,train_tables/wtq_train_00033.csv,"{'question': 'what is the number of films in tamil?', 'answers': ['2']}"
wtq_train_00034,train_tables/wtq_train_00034.csv,"{'question': 'how many results are indicated as won?', 'answers': ['24']}"
wtq_train_00035,train_tables/wtq_train_00035.csv,"{'question': 'which circuit has less screens than bow tie cinemas?', 'answers': ['Georgia Theatre Company']}"
wtq_train_00036,train_tables/wtq_train_00036.csv,"{'question': 'how many knockouts, including tkos, does adnan redzovic have in boxing', 'answers': ['4']}"
wtq_train_00037,train_tables/wtq_train_00037.csv,"{'question': 'which nationality had no result above 40?', 'answers': ['Pakistan']}"
wtq_train_00038,train_tables/wtq_train_00038.csv,"{'question': 'the russian title of track 03 is &#1042;&#1086;&#1089;&#1082;&#1086;&#1074;&#1099;&#1077; &#1092;&#1080;&#1075;&#1091;&#1088;&#1099;, but what is the the english title?', 'answers': ['Wax Figures']}"
wtq_train_00039,train_tables/wtq_train_00039.csv,"{'question': 'what year had the least thermal grid capacity?', 'answers': ['2000']}"
wtq_train_00040,train_tables/wtq_train_00040.csv,"{'question': 'who won bronze before valeranga in 1960-61?', 'answers': ['Eik-Tønsberg']}"
wtq_train_00041,train_tables/wtq_train_00041.csv,"{'question': 'where is olympic stadium in the netherlands?', 'answers': ['Amsterdam']}"
wtq_train_00042,train_tables/wtq_train_00042.csv,"{'question': 'fc schalke 04 and what other club beat them?', 'answers': ['Livorno']}"
wtq_train_00043,train_tables/wtq_train_00043.csv,"{'question': 'at which location has the east-west game been played the most?', 'answers': ['Stanford, CA']}"
wtq_train_00044,train_tables/wtq_train_00044.csv,"{'question': 'which ship has the top amount of tonnage?', 'answers': ['SS Ville de Gand']}"
wtq_train_00045,train_tables/wtq_train_00045.csv,"{'question': 'what was the total number of people who attended the first game of the season?', 'answers': ['13,143']}"
wtq_train_00046,train_tables/wtq_train_00046.csv,"{'question': 'how many times did scribe win?', 'answers': ['2']}"
wtq_train_00047,train_tables/wtq_train_00047.csv,"{'question': 'what is the difference in election year between the first and second members on the list?', 'answers': ['5 years']}"
wtq_train_00048,train_tables/wtq_train_00048.csv,"{'question': 'what is the total amount of niobium produced in rwanda in 2000?', 'answers': ['28']}"
wtq_train_00049,train_tables/wtq_train_00049.csv,"{'question': 'what is the flash size difference in the at90s8515 chip and the at90s4414?', 'answers': ['4k']}"
wtq_train_00050,train_tables/wtq_train_00050.csv,"{'question': 'what is the number of communities with no target date listed?', 'answers': ['6']}"
wtq_train_00051,train_tables/wtq_train_00051.csv,"{'question': 'they won the game against the dragons on june 8. what was the previous team they beat before that?', 'answers': ['Amsterdam Admirals']}"
wtq_train_00052,train_tables/wtq_train_00052.csv,"{'question': 'were there more tier fours than tier fives?', 'answers': ['yes']}"
wtq_train_00053,train_tables/wtq_train_00053.csv,"{'question': 'the name of the register who is on top of the data table', 'answers': ['Arnold Trail to Quebec']}"
wtq_train_00054,train_tables/wtq_train_00054.csv,"{'question': 'her first loss was against this opponent', 'answers': ['Cristiane Justino']}"
wtq_train_00055,train_tables/wtq_train_00055.csv,"{'question': 'bishops in alexandria', 'answers': ['41']}"
wtq_train_00056,train_tables/wtq_train_00056.csv,"{'question': 'which contestants won no future titles?', 'answers': ['Cherie Gardiner', 'Melissa Patton', 'Kirsty Anne Gabriel Stewart', 'Diana Sayers', 'Angela McCarthy', 'Julie Lee-Ann Martin']}"
wtq_train_00057,train_tables/wtq_train_00057.csv,"{'question': 'how many seasons other than 1999 was their a spring series movement?', 'answers': ['2']}"
wtq_train_00058,train_tables/wtq_train_00058.csv,"{'question': 'indian american entertainer mauli dave has appeared on television as a contestant in a number of programs; however, she only appeared in the slightly different capacity of a celebrity contestant one time between 2004 and 2012, during the 4th season of a popular show-- what was the name of that television show?', 'answers': ['Khatron Ke Khiladi season 4']}"
wtq_train_00059,train_tables/wtq_train_00059.csv,"{'question': 'how many ranks do not have notes?', 'answers': ['9']}"
wtq_train_00060,train_tables/wtq_train_00060.csv,"{'question': 'what is the away team with the lowest score?', 'answers': ['Rangers']}"
wtq_train_00061,train_tables/wtq_train_00061.csv,"{'question': 'what is the song after ""ova here""?', 'answers': ['""Things Is About To Change""']}"
wtq_train_00062,train_tables/wtq_train_00062.csv,"{'question': 'what is the number of episodes directed by shelley jensen?', 'answers': ['18']}"
wtq_train_00063,train_tables/wtq_train_00063.csv,"{'question': 'how many justices were appointed in the year 2004?', 'answers': ['3']}"
wtq_train_00064,train_tables/wtq_train_00064.csv,"{'question': 'how many games did this player play in 2011?', 'answers': ['2']}"
wtq_train_00065,train_tables/wtq_train_00065.csv,"{'question': 'how long after their round 1 finish did it take to reach round 1 again?', 'answers': ['12 years']}"
wtq_train_00066,train_tables/wtq_train_00066.csv,"{'question': 'how many points did the nuggets win by on april 9?', 'answers': ['24']}"
wtq_train_00067,train_tables/wtq_train_00067.csv,"{'question': 'how many medals overall did puerto rico win?', 'answers': ['1']}"
wtq_train_00068,train_tables/wtq_train_00068.csv,"{'question': 'list each big 12 school with a player drafted in the first round.', 'answers': ['Texas', 'Oklahoma', 'Colorado']}"
wtq_train_00069,train_tables/wtq_train_00069.csv,"{'question': 'which week has the same kickoff time as week 6?', 'answers': ['7']}"
wtq_train_00070,train_tables/wtq_train_00070.csv,"{'question': 'in 2008 in track and field events how many world records did usain bolt break?', 'answers': ['4']}"
wtq_train_00071,train_tables/wtq_train_00071.csv,"{'question': 'which team has won more, swansea city or west ham united?', 'answers': ['Swansea City']}"
wtq_train_00072,train_tables/wtq_train_00072.csv,"{'question': 'in what year was the first original work published?', 'answers': ['1833']}"
wtq_train_00073,train_tables/wtq_train_00073.csv,"{'question': 'who finished before ellen van dijk?', 'answers': ['Vilija Sereikaite']}"
wtq_train_00074,train_tables/wtq_train_00074.csv,"{'question': 'which governor-general served the longest term from 1910 to 1961?', 'answers': ['Ernest George Jansen (18811959)']}"
wtq_train_00075,train_tables/wtq_train_00075.csv,"{'question': 'how long is four hands in the metric system?', 'answers': ['≈ 400 mm']}"
wtq_train_00076,train_tables/wtq_train_00076.csv,"{'question': 'what is listed before juk faat wan in the first column?', 'answers': ['^ Gwong Wai']}"
wtq_train_00077,train_tables/wtq_train_00077.csv,"{'question': 'in 2005, how many divisions had at least a population of at least 15,000?', 'answers': ['4']}"
wtq_train_00078,train_tables/wtq_train_00078.csv,"{'question': 'which production has the same number of performances as sleuth?', 'answers': ['Torch Song Trilogy']}"
wtq_train_00079,train_tables/wtq_train_00079.csv,"{'question': 'how any proteins have podospora anserina as a natural host?', 'answers': ['2']}"
wtq_train_00080,train_tables/wtq_train_00080.csv,"{'question': 'which 2 stations both have faith ministries radio?', 'answers': ['WIVM-LD', 'WIVN-LD']}"
wtq_train_00081,train_tables/wtq_train_00081.csv,"{'question': 'which country had the earliest opening date?', 'answers': ['Finland']}"
wtq_train_00082,train_tables/wtq_train_00082.csv,"{'question': 'the town with at most 1660 total population', 'answers': ['Sedan']}"
wtq_train_00083,train_tables/wtq_train_00083.csv,"{'question': 'which delegate is older: the delegate for izabal or the one from jalapa?', 'answers': ['Jalapa']}"
wtq_train_00084,train_tables/wtq_train_00084.csv,"{'question': 'what player had the most transfer fee?', 'answers': ['Nuno Capucho']}"
wtq_train_00085,train_tables/wtq_train_00085.csv,"{'question': 'who did ohio state play before indiana on october 23?', 'answers': ['at #15 Illinois']}"
wtq_train_00086,train_tables/wtq_train_00086.csv,"{'question': 'what is the name of the single that was not released before 2012?', 'answers': ['""Je me souviens de tout""']}"
wtq_train_00087,train_tables/wtq_train_00087.csv,"{'question': 'number of years with no victories', 'answers': ['4']}"
wtq_train_00088,train_tables/wtq_train_00088.csv,"{'question': 'what is the total episode on the chart?', 'answers': ['13']}"
wtq_train_00089,train_tables/wtq_train_00089.csv,"{'question': 'which opponent comes before usc?', 'answers': ['Wake Forest']}"
wtq_train_00090,train_tables/wtq_train_00090.csv,"{'question': 'name an athlete whose total score was not more than 680.', 'answers': ['Launi Meili']}"
wtq_train_00091,train_tables/wtq_train_00091.csv,"{'question': 'what spouse came after qing?', 'answers': ['Wang Guangmei']}"
wtq_train_00092,train_tables/wtq_train_00092.csv,"{'question': 'what other publication was released in the same month as jean grey?', 'answers': ['Power Man']}"
wtq_train_00093,train_tables/wtq_train_00093.csv,"{'question': 'in what year did the track, ""wide open road"" come out?', 'answers': ['1986']}"
wtq_train_00094,train_tables/wtq_train_00094.csv,"{'question': 'how many teams played 18 games?', 'answers': ['6']}"
wtq_train_00095,train_tables/wtq_train_00095.csv,"{'question': 'what is the next launch date after 04/28/91?', 'answers': ['06/05/91']}"
wtq_train_00096,train_tables/wtq_train_00096.csv,"{'question': 'how many more medals does hong kong have than chinese taipei?', 'answers': ['8']}"
wtq_train_00097,train_tables/wtq_train_00097.csv,"{'question': 'which game had more in attendance, 11/28 or 12/08?', 'answers': ['12/08/2012*']}"
wtq_train_00098,train_tables/wtq_train_00098.csv,"{'question': 'how many world championships did imamura participate in?', 'answers': ['7']}"
wtq_train_00099,train_tables/wtq_train_00099.csv,"{'question': 'how long was the jamaica time for rank 1?', 'answers': ['4:16.89']}"
wtq_train_00100,train_tables/wtq_train_00100.csv,"{'question': 'name one team that placed before lusty engineering.', 'answers': ['Terry Finnigan']}"
wtq_train_00101,train_tables/wtq_train_00101.csv,"{'question': 'who was first?', 'answers': ['Marit Bjørgen']}"
wtq_train_00102,train_tables/wtq_train_00102.csv,"{'question': 'total number of games in the season, including playoff games?', 'answers': ['43']}"
wtq_train_00103,train_tables/wtq_train_00103.csv,"{'question': 'what is the population of the yamato flat inland plain', 'answers': ['1,282']}"
wtq_train_00104,train_tables/wtq_train_00104.csv,"{'question': 'in what years did ramon gonzalez come in first place?', 'answers': ['1986', '1990', '1991']}"
wtq_train_00105,train_tables/wtq_train_00105.csv,"{'question': 'who is pictured on top of the list?', 'answers': ['Wayne Gretzky']}"
wtq_train_00106,train_tables/wtq_train_00106.csv,"{'question': 'what is the name of the last driver on this chart?', 'answers': ['Peter Hirt']}"
wtq_train_00107,train_tables/wtq_train_00107.csv,"{'question': 'which country won the most gold medals?', 'answers': ['China (CHN)']}"
wtq_train_00108,train_tables/wtq_train_00108.csv,"{'question': 'when did he win his first title?', 'answers': ['1976']}"
wtq_train_00109,train_tables/wtq_train_00109.csv,"{'question': 'what was the name of the last television show between 2004 and february, 2013 in which mauli dave played herself?', 'answers': ['Welcome - Baazi Mehmaan-Nawaazi ki']}"
wtq_train_00110,train_tables/wtq_train_00110.csv,"{'question': 'how many gold medals does poland have?', 'answers': ['1']}"
wtq_train_00111,train_tables/wtq_train_00111.csv,"{'question': 'what is the only year where rowell won the soap opera digest award?', 'answers': ['1994']}"
wtq_train_00112,train_tables/wtq_train_00112.csv,"{'question': 'what is the top temple name listed that also has a personal name listed?', 'answers': ['Geunchogo']}"
wtq_train_00113,train_tables/wtq_train_00113.csv,"{'question': 'what was the difference in rank between the u.s. and canada?', 'answers': ['12']}"
wtq_train_00114,train_tables/wtq_train_00114.csv,"{'question': ""what was the difference in attendance between the broncos' most-attended game and their least attended game?"", 'answers': ['21522']}"
wtq_train_00115,train_tables/wtq_train_00115.csv,"{'question': 'how many world record holders were from greece?', 'answers': ['2']}"
wtq_train_00116,train_tables/wtq_train_00116.csv,"{'question': 'previous to 2007 what tier was the team in?', 'answers': ['Tier 5']}"
wtq_train_00117,train_tables/wtq_train_00117.csv,"{'question': 'how many were released after power man?', 'answers': ['8']}"
wtq_train_00118,train_tables/wtq_train_00118.csv,"{'question': 'what is the first listed news talk information station?', 'answers': ['KEYZ']}"
wtq_train_00119,train_tables/wtq_train_00119.csv,"{'question': 'was attendance higher during week 5 or week 9?', 'answers': ['5']}"
wtq_train_00120,train_tables/wtq_train_00120.csv,"{'question': 'what was the number of titles released for arcade?', 'answers': ['3']}"
wtq_train_00121,train_tables/wtq_train_00121.csv,"{'question': 'which game was released before gunbird special edition / gunbird 1&2?', 'answers': ['Buggy Grand Prix: Kattobi! Dai-Sakusen']}"
wtq_train_00122,train_tables/wtq_train_00122.csv,"{'question': ""which came first, the judge's choice or birth year song?"", 'answers': ['Birth Year Songs']}"
wtq_train_00123,train_tables/wtq_train_00123.csv,"{'question': 'a total of how many schools were established in the 21st century?', 'answers': ['1']}"
wtq_train_00124,train_tables/wtq_train_00124.csv,"{'question': 'was the first loss of the season at home or away?', 'answers': ['away']}"
wtq_train_00125,train_tables/wtq_train_00125.csv,"{'question': 'which skier earned first place on 15 march 2006 in the 2006 alpine skiing world cup?', 'answers': ['Anja Pärson']}"
wtq_train_00126,train_tables/wtq_train_00126.csv,"{'question': 'what is the total in attendance for september 17th?', 'answers': ['80,795']}"
wtq_train_00127,train_tables/wtq_train_00127.csv,"{'question': 'how many total chevrolet silverados are raced?', 'answers': ['13']}"
wtq_train_00128,train_tables/wtq_train_00128.csv,"{'question': 'when was the benetton b198 chassis used?', 'answers': ['1998']}"
wtq_train_00129,train_tables/wtq_train_00129.csv,"{'question': 'how many riders used a motorcycle manufactured by honda?', 'answers': ['6']}"
wtq_train_00130,train_tables/wtq_train_00130.csv,"{'question': 'shelley jensen directed how many more episodes than madeline cripe?', 'answers': ['15']}"
wtq_train_00131,train_tables/wtq_train_00131.csv,"{'question': 'which team scored the most goals in the apertura 2008 standings?', 'answers': ['Alianza']}"
wtq_train_00132,train_tables/wtq_train_00132.csv,"{'question': 'when did ed sheeran get his first number one of the year?', 'answers': ['17 January 2014']}"
wtq_train_00133,train_tables/wtq_train_00133.csv,"{'question': 'which person has been a manager the longest?', 'answers': ['Francis Bosschaerts']}"
wtq_train_00134,train_tables/wtq_train_00134.csv,"{'question': 'how many proposed communities have no target date?', 'answers': ['6']}"
wtq_train_00135,train_tables/wtq_train_00135.csv,"{'question': 'which party or parties had the same number of seats as it did before?', 'answers': ['Liberal and Country League', 'Independent']}"
wtq_train_00136,train_tables/wtq_train_00136.csv,"{'question': 'how many staples have more than 5 grams of fiber?', 'answers': ['3']}"
wtq_train_00137,train_tables/wtq_train_00137.csv,"{'question': 'which incoming player had the highest transfer fee?', 'answers': ['Miralem Sulejmani']}"
wtq_train_00138,train_tables/wtq_train_00138.csv,"{'question': 'which locomotive has an earlier date, the peeler or the raven?', 'answers': ['Raven']}"
wtq_train_00139,train_tables/wtq_train_00139.csv,"{'question': 'which film was the best in terms of profit for walt disney productions?', 'answers': ['That Darn Cat!']}"
wtq_train_00140,train_tables/wtq_train_00140.csv,"{'question': ""how long did it take italy to finish in cycling at the 1996 summer olympics men's team pursuit?"", 'answers': ['4:09.695']}"
wtq_train_00141,train_tables/wtq_train_00141.csv,"{'question': 'how many goalies did the islanders draft?', 'answers': ['2']}"
wtq_train_00142,train_tables/wtq_train_00142.csv,"{'question': 'which wrestler is previous from vacant', 'answers': ['Okita-kun']}"
wtq_train_00143,train_tables/wtq_train_00143.csv,"{'question': 'which team won the most number of games?', 'answers': ['Tarxien']}"
wtq_train_00144,train_tables/wtq_train_00144.csv,"{'question': 'who is the only swimmer with a time under 2:30?', 'answers': ['Sophie Pascoe']}"
wtq_train_00145,train_tables/wtq_train_00145.csv,"{'question': 'which contestant wore their dress only in the color pink?', 'answers': ['Helena Blackman']}"
wtq_train_00146,train_tables/wtq_train_00146.csv,"{'question': 'what is the number of symbol zn?', 'answers': ['30']}"
wtq_train_00147,train_tables/wtq_train_00147.csv,"{'question': 'how many times is ""friendly"" a type of game?', 'answers': ['7']}"
wtq_train_00148,train_tables/wtq_train_00148.csv,"{'question': 'how many trains are going to trivandrum?', 'answers': ['3']}"
wtq_train_00149,train_tables/wtq_train_00149.csv,"{'question': 'how many competitions did kazakhstan compete in?', 'answers': ['10']}"
wtq_train_00150,train_tables/wtq_train_00150.csv,"{'question': 'what was the difference in the first and second leg for belgium?', 'answers': ['2']}"
wtq_train_00151,train_tables/wtq_train_00151.csv,"{'question': 'what are the names of each of the australian competitors?', 'answers': ['Prue Watt', 'Teigan van Roosmalen']}"
wtq_train_00152,train_tables/wtq_train_00152.csv,"{'question': 'what is the total number of names from nationalities from either korea?', 'answers': ['3']}"
wtq_train_00153,train_tables/wtq_train_00153.csv,"{'question': 'how many total bisexual females are in the table?', 'answers': ['13']}"
wtq_train_00154,train_tables/wtq_train_00154.csv,"{'question': 'did we score more in the plymouth argyle game or in the reading game?', 'answers': ['Reading']}"
wtq_train_00155,train_tables/wtq_train_00155.csv,"{'question': 'who was the last player to be transferred this season?', 'answers': ['Tiago Pinto']}"
wtq_train_00156,train_tables/wtq_train_00156.csv,"{'question': 'how many mobile prefixes are assigned for mobitel?', 'answers': ['12']}"
wtq_train_00157,train_tables/wtq_train_00157.csv,"{'question': 'what was the most points the team scored?', 'answers': ['36']}"
wtq_train_00158,train_tables/wtq_train_00158.csv,"{'question': 'who was from the same country as stowers?', 'answers': ['Kaitlin Sandeno']}"
wtq_train_00159,train_tables/wtq_train_00159.csv,"{'question': 'how many players were drafted?', 'answers': ['15']}"
wtq_train_00160,train_tables/wtq_train_00160.csv,"{'question': 'which age range had the top number for protestant and other christians?', 'answers': ['90 and over']}"
wtq_train_00161,train_tables/wtq_train_00161.csv,"{'question': 'the independent conference and the colonial athletic association both received how many bids?', 'answers': ['2']}"
wtq_train_00162,train_tables/wtq_train_00162.csv,"{'question': 'in what year did he win the most titles?', 'answers': ['1990']}"
wtq_train_00163,train_tables/wtq_train_00163.csv,"{'question': 'what is the total number of ships the united states launched in 1929?', 'answers': ['5']}"
wtq_train_00164,train_tables/wtq_train_00164.csv,"{'question': 'which submarine had the most tonnage?', 'answers': ['San Tiburcio']}"
wtq_train_00165,train_tables/wtq_train_00165.csv,"{'question': 'what is the only airline that has ""filed for bankruptcy"" as a comment?', 'answers': ['TransMeridian Airlines']}"
wtq_train_00166,train_tables/wtq_train_00166.csv,"{'question': 'what model was in service the least?', 'answers': ['GKN Aquatrack']}"
wtq_train_00167,train_tables/wtq_train_00167.csv,"{'question': '""you\'re not so easy to forget"" and ""the lonely side of town"" both come from which album?', 'answers': ['After Dark']}"
wtq_train_00168,train_tables/wtq_train_00168.csv,"{'question': 'who is the only main author who found 98.2% of freedom for all patients?', 'answers': ['Pavie']}"
wtq_train_00169,train_tables/wtq_train_00169.csv,"{'question': 'which song has the most time?', 'answers': ['""You\'ll Be in My Heart""']}"
wtq_train_00170,train_tables/wtq_train_00170.csv,"{'question': 'which horse finished first in the breeders cup in 1985?', 'answers': ['Tasso']}"
wtq_train_00171,train_tables/wtq_train_00171.csv,"{'question': 'what is the total number of years?', 'answers': ['11']}"
wtq_train_00172,train_tables/wtq_train_00172.csv,"{'question': 'which year saw the most naturalization by marriage?', 'answers': ['2005']}"
wtq_train_00173,train_tables/wtq_train_00173.csv,"{'question': 'what is the total number of multi-platinum songs?', 'answers': ['8']}"
wtq_train_00174,train_tables/wtq_train_00174.csv,"{'question': 'what is the number of women that have been executed in oklahoma?', 'answers': ['3']}"
wtq_train_00175,train_tables/wtq_train_00175.csv,"{'question': 'how long was joseph black a coach?', 'answers': ['1 year']}"
wtq_train_00176,train_tables/wtq_train_00176.csv,"{'question': 'alabama last put someone to death in 2013 what was its means of execution?', 'answers': ['lethal injection']}"
wtq_train_00177,train_tables/wtq_train_00177.csv,"{'question': 'how many games did they win by at least 5 points?', 'answers': ['8']}"
wtq_train_00178,train_tables/wtq_train_00178.csv,"{'question': 'who was the opponent after guinea in 1989?', 'answers': ['Colombia']}"
wtq_train_00179,train_tables/wtq_train_00179.csv,"{'question': 'when was their lowest scoring win?', 'answers': ['July 31']}"
wtq_train_00180,train_tables/wtq_train_00180.csv,"{'question': 'which lahn that exceeds 300 m also has a length that exceeds 10 km?', 'answers': ['Banfe']}"
wtq_train_00181,train_tables/wtq_train_00181.csv,"{'question': 'which surface was used the least?', 'answers': ['Indoor']}"
wtq_train_00182,train_tables/wtq_train_00182.csv,"{'question': 'which artist name appears the most on this chart?', 'answers': ['Plan B']}"
wtq_train_00183,train_tables/wtq_train_00183.csv,"{'question': 'what was the next date after 20 february 2008?', 'answers': ['4 March 2008']}"
wtq_train_00184,train_tables/wtq_train_00184.csv,"{'question': 'how many ships had more then 7,000 in tonnage?', 'answers': ['2']}"
wtq_train_00185,train_tables/wtq_train_00185.csv,"{'question': 'what is the difference in number of spectators between the best attended match and least attended match (of all matches listed)?', 'answers': ['5,292']}"
wtq_train_00186,train_tables/wtq_train_00186.csv,"{'question': 'first opponent to defeat mocho cota in mexico city', 'answers': ['Satánico']}"
wtq_train_00187,train_tables/wtq_train_00187.csv,"{'question': 'were more records set in 1978 or 1979?', 'answers': ['1979']}"
wtq_train_00188,train_tables/wtq_train_00188.csv,"{'question': 'after 1994 how may individuals with the first name giorgi bear the flag for georgia in the olympics?', 'answers': ['2']}"
wtq_train_00189,train_tables/wtq_train_00189.csv,"{'question': 'how many representatives share a seniority date in 1977?', 'answers': ['4']}"
wtq_train_00190,train_tables/wtq_train_00190.csv,"{'question': 'which airlines have not commenced operations as of 2013?', 'answers': ['Pearl Air Services', 'United Airlines Limited']}"
wtq_train_00191,train_tables/wtq_train_00191.csv,"{'question': 'which rider from the uk the least amount of total points?', 'answers': ['Alec Statham']}"
wtq_train_00192,train_tables/wtq_train_00192.csv,"{'question': 'how many more appearances on fuji tv were there than tbs?', 'answers': ['6']}"
wtq_train_00193,train_tables/wtq_train_00193.csv,"{'question': 'who was the only person to win a bronze medal in new delhi in 1982 in singles?', 'answers': ['Yu Liqiao']}"
wtq_train_00194,train_tables/wtq_train_00194.csv,"{'question': 'was the % of party list votes in 1976 above or below 30?', 'answers': ['above']}"
wtq_train_00195,train_tables/wtq_train_00195.csv,"{'question': 'how many total songs are on this album?', 'answers': ['15']}"
wtq_train_00196,train_tables/wtq_train_00196.csv,"{'question': 'which name is first on the chart', 'answers': ['Jiang Qing']}"
wtq_train_00197,train_tables/wtq_train_00197.csv,"{'question': ""how won the avc championship after tiajin bridgestone's three year streak from 2006 to 2008?"", 'answers': ['Federbrau']}"
wtq_train_00198,train_tables/wtq_train_00198.csv,"{'question': 'was pat enright in rank 5 or rank 9?', 'answers': ['9']}"
wtq_train_00199,train_tables/wtq_train_00199.csv,"{'question': ""how many individuals were awarded the knight's cross of the iron cross before 1940?"", 'answers': ['2']}"
wtq_train_00200,train_tables/wtq_train_00200.csv,"{'question': 'did vietnam or south korea had the more silver medals?', 'answers': ['South Korea']}"
wtq_train_00201,train_tables/wtq_train_00201.csv,"{'question': 'what was the name of the last team listed on this chart?', 'answers': ['Obuvshchik']}"
wtq_train_00202,train_tables/wtq_train_00202.csv,"{'question': 'in which canadian province were the most consecutive concerts played?', 'answers': ['Alberta']}"
wtq_train_00203,train_tables/wtq_train_00203.csv,"{'question': 'what is the difference in senate opposed between john quincy adams and james garfield?', 'answers': ['1.5']}"
wtq_train_00204,train_tables/wtq_train_00204.csv,"{'question': 'which nation won the most silver medals?', 'answers': ['Soviet Union (URS)']}"
wtq_train_00205,train_tables/wtq_train_00205.csv,"{'question': 'which state has the most member schools?', 'answers': ['Illinois']}"
wtq_train_00206,train_tables/wtq_train_00206.csv,"{'question': 'how many teams scored at least 25 points or more?', 'answers': ['5']}"
